time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.560043,-0.559135997184,0.200184492819,-0.0279951493789,1.28432541466,-2.16636436769,0.000766990393943,-1.13054384067,0.0,0.810708846397,0.358184513971,-0.0901213712883,1.22910210629,-0.14687866044,-0.106611664758,0.473233073063,0.0
0.560138,-0.559135997184,0.200184492819,-0.0279951493789,1.28432541466,-2.16636436769,0.000766990393943,-1.13054384067,0.0,0.810708846397,0.358184513971,-0.0901213712883,1.22910210629,-0.14687866044,-0.106611664758,0.473233073063,0.0
0.573274,-0.559902987578,0.199800997622,-0.027228158985,1.28394191946,-2.16674786289,0.000766990393943,-1.13016034547,0.0,0.811859331988,0.359334999562,-0.0897378760913,1.22948560149,-0.147262155637,-0.106611664758,0.472466082669,0.0
0.580977,-0.559519492381,0.199800997622,-0.027228158985,1.28394191946,-2.16598087249,0.000766990393943,-1.12939335508,0.0,0.810708846397,0.360101989956,-0.0908883616822,1.22910210629,-0.147262155637,-0.106995159955,0.473233073063,0.0
0.591185,-0.559519492381,0.199800997622,-0.026844663788,1.28432541466,-2.16598087249,0.000383495196971,-1.13016034547,0.0,0.812242827185,0.360485485153,-0.0924223424701,1.2287186111,-0.14687866044,-0.107378655152,0.47361656826,0.0
0.601890,-0.559519492381,0.200184492819,-0.027228158985,1.28470890985,-2.16674786289,0.000766990393943,-1.13016034547,0.0,0.813009817579,0.36086898035,-0.0916553520762,1.22718463031,-0.147645650834,-0.107762150349,0.473233073063,0.0
0.611051,-0.559519492381,0.200184492819,-0.027228158985,1.28432541466,-2.16598087249,0.000766990393943,-1.13054384067,0.0,0.813009817579,0.362019465941,-0.0920388472731,1.22565064952,-0.148029146031,-0.108145645546,0.472849577866,0.0
0.620758,-0.559519492381,0.200184492819,-0.026844663788,1.28394191946,-2.16674786289,0.000383495196971,-1.12900985988,0.0,0.813776807973,0.363553446729,-0.0928058376671,1.22565064952,-0.146495165243,-0.10891263594,0.472466082669,0.0
0.630869,-0.559135997184,0.200567988016,-0.0283786445759,1.28394191946,-2.16598087249,0.000383495196971,-1.12939335508,0.0,0.813393312776,0.364320437123,-0.094339818455,1.22603414472,-0.14687866044,-0.109296131137,0.472082587472,0.0
0.641020,-0.559519492381,0.200184492819,-0.026844663788,1.28432541466,-2.16636436769,0.000766990393943,-1.13016034547,0.0,0.813776807973,0.365087427517,-0.0951068088489,1.22565064952,-0.14687866044,-0.110830111925,0.473233073063,0.0
0.651434,-0.559519492381,0.200184492819,-0.026461168591,1.28355842426,-2.1655973773,0.000766990393943,-1.13016034547,0.0,0.813776807973,0.365854417911,-0.0947233136519,1.22565064952,-0.146495165243,-0.112364092713,0.473233073063,0.0
0.660556,-0.559519492381,0.200567988016,-0.026461168591,1.28394191946,-2.16598087249,0.00115048559091,-1.12939335508,0.0,0.813776807973,0.365854417911,-0.0951068088489,1.22450016393,-0.146495165243,-0.114281568697,0.472849577866,0.0
0.670598,-0.559902987578,0.200184492819,-0.026844663788,1.28432541466,-2.16674786289,0.0,-1.13016034547,0.0,0.813393312776,0.366237913108,-0.0954903040459,1.22296618314,-0.147645650834,-0.115432054288,0.472849577866,0.0
0.681372,-0.559519492381,0.200184492819,-0.026844663788,1.28432541466,-2.16674786289,0.0,-1.12900985988,0.0,0.813776807973,0.366237913108,-0.0962572944398,1.22296618314,-0.14687866044,-0.114281568697,0.472466082669,0.0
0.690419,-0.559135997184,0.200567988016,-0.0260776733941,1.28432541466,-2.16598087249,0.0,-1.12977685028,0.0,0.813776807973,0.366621408305,-0.0954903040459,1.22258268794,-0.147645650834,-0.112364092713,0.472849577866,0.0
0.700446,-0.560286482775,0.200184492819,-0.026844663788,1.28394191946,-2.16636436769,0.000383495196971,-1.12977685028,0.0,0.81416030317,0.367388398699,-0.0962572944398,1.22296618314,-0.146495165243,-0.111980597516,0.473233073063,0.0
0.710764,-0.559519492381,0.199417502425,-0.026844663788,1.28394191946,-2.16598087249,0.00115048559091,-1.12939335508,0.0,0.81416030317,0.366621408305,-0.0974077800307,1.22258268794,-0.146111670046,-0.11274758791,0.47361656826,0.0
0.721437,-0.559519492381,0.199800997622,-0.026844663788,1.28470890985,-2.16636436769,0.000383495196971,-1.12977685028,0.0,0.814543798367,0.367004903502,-0.0970242848338,1.22258268794,-0.144961184455,-0.113131083107,0.47361656826,0.0
0.730444,-0.559519492381,0.199800997622,-0.027228158985,1.28394191946,-2.16674786289,0.000383495196971,-1.12977685028,0.0,0.81416030317,0.367004903502,-0.0974077800307,1.22296618314,-0.144577689258,-0.113514578304,0.473233073063,0.0
0.740951,-0.559519492381,0.200184492819,-0.026844663788,1.28432541466,-2.1655973773,0.000383495196971,-1.12977685028,0.0,0.813776807973,0.367771893896,-0.0977912752277,1.22258268794,-0.143427203667,-0.1138980735,0.474000063457,0.0
0.750971,-0.559519492381,0.200951483213,-0.026461168591,1.28432541466,-2.16636436769,0.000383495196971,-1.12939335508,0.0,0.813776807973,0.366237913108,-0.0985582656216,1.22219919275,-0.143810698864,-0.113131083107,0.473233073063,0.0
0.761144,-0.559135997184,0.200184492819,-0.026844663788,1.28432541466,-2.16598087249,0.000766990393943,-1.12977685028,0.0,0.813776807973,0.366621408305,-0.0981747704247,1.22219919275,-0.143810698864,-0.112364092713,0.47361656826,0.0
0.771205,-0.559902987578,0.199800997622,-0.026461168591,1.28394191946,-2.16674786289,0.00115048559091,-1.12939335508,0.0,0.813009817579,0.367004903502,-0.0981747704247,1.22219919275,-0.143427203667,-0.112364092713,0.474000063457,0.0
0.781411,-0.559902987578,0.200567988016,-0.026461168591,1.28394191946,-2.16598087249,0.000766990393943,-1.12939335508,0.0,0.812626322382,0.366237913108,-0.0989417608186,1.22258268794,-0.143810698864,-0.11274758791,0.474000063457,0.0
0.790811,-0.559519492381,0.199800997622,-0.027228158985,1.28432541466,-2.16636436769,0.000766990393943,-1.12939335508,0.0,0.813393312776,0.366237913108,-0.0989417608186,1.22181569755,-0.143427203667,-0.112364092713,0.474000063457,0.0
0.800460,-0.559519492381,0.200567988016,-0.027228158985,1.28432541466,-2.1655973773,0.0,-1.13016034547,0.0,0.812242827185,0.366237913108,-0.0993252560156,1.22219919275,-0.143810698864,-0.112364092713,0.472849577866,0.0
0.811012,-0.559519492381,0.200567988016,-0.027228158985,1.28432541466,-2.16598087249,0.00115048559091,-1.12939335508,0.0,0.812626322382,0.365854417911,-0.0989417608186,1.22143220235,-0.143810698864,-0.113514578304,0.474000063457,0.0
0.820926,-0.559902987578,0.200184492819,-0.026461168591,1.28432541466,-2.16713135809,0.000383495196971,-1.13016034547,0.0,0.812626322382,0.365854417911,-0.0997087512126,1.22066521196,-0.143810698864,-0.11274758791,0.474767053851,0.0
0.831103,-0.559902987578,0.200184492819,-0.0260776733941,1.28394191946,-2.16636436769,0.000383495196971,-1.12900985988,0.0,0.811859331988,0.366237913108,-0.0993252560156,1.22104870716,-0.143810698864,-0.112364092713,0.474000063457,0.0
0.841266,-0.559902987578,0.200567988016,-0.026461168591,1.28432541466,-2.16674786289,0.000383495196971,-1.12977685028,0.0,0.812242827185,0.365470922714,-0.0993252560156,1.22066521196,-0.14304370847,-0.113131083107,0.474383558654,0.0
0.850454,-0.559902987578,0.200184492819,-0.027228158985,1.28432541466,-2.16598087249,-0.000383495196971,-1.12939335508,0.0,0.812626322382,0.365470922714,-0.0989417608186,1.21989822157,-0.141509727682,-0.113514578304,0.474383558654,0.0
0.860504,-0.560286482775,0.200567988016,-0.026461168591,1.28394191946,-2.16636436769,0.0,-1.12977685028,0.0,0.812242827185,0.365854417911,-0.100475741606,1.21874773597,-0.140359242092,-0.11274758791,0.474383558654,0.0
0.870640,-0.560286482775,0.200184492819,-0.026844663788,1.28432541466,-2.16636436769,0.000766990393943,-1.12900985988,0.0,0.813393312776,0.365470922714,-0.100859236803,1.21913123117,-0.13805827091,-0.11274758791,0.474383558654,0.0
0.880392,-0.559519492381,0.199800997622,-0.027228158985,1.28394191946,-2.16636436769,0.000766990393943,-1.12939335508,0.0,0.812242827185,0.366621408305,-0.0997087512126,1.21836424078,-0.136140794925,-0.113131083107,0.474767053851,0.0
0.891272,-0.559902987578,0.200184492819,-0.027228158985,1.28432541466,-2.16598087249,0.00115048559091,-1.12977685028,0.0,0.812626322382,0.365087427517,-0.101242732,1.21683025999,-0.133839823743,-0.113131083107,0.47361656826,0.0
0.900722,-0.560286482775,0.199800997622,-0.0283786445759,1.28355842426,-2.16674786289,0.000383495196971,-1.13016034547,0.0,0.813009817579,0.366237913108,-0.101242732,1.2152962792,-0.133839823743,-0.113514578304,0.474383558654,0.0
0.910331,-0.559519492381,0.200184492819,-0.026844663788,1.28432541466,-2.16636436769,0.000383495196971,-1.12977685028,0.0,0.813393312776,0.366237913108,-0.101242732,1.21414579361,-0.134606814137,-0.113514578304,0.474383558654,0.0
0.920691,-0.559902987578,0.200567988016,-0.026844663788,1.28355842426,-2.16674786289,0.000766990393943,-1.13016034547,0.0,0.812242827185,0.365087427517,-0.102009722394,1.21414579361,-0.134606814137,-0.114665063894,0.474383558654,0.0
0.930735,-0.559519492381,0.199800997622,-0.0260776733941,1.28394191946,-2.16636436769,0.00115048559091,-1.12939335508,0.0,0.813393312776,0.365087427517,-0.102776712788,1.21222831763,-0.134990309334,-0.114665063894,0.474000063457,0.0
0.940469,-0.559902987578,0.199800997622,-0.026461168591,1.28432541466,-2.16636436769,0.000766990393943,-1.13016034547,0.0,0.813393312776,0.365470922714,-0.102393217591,1.21107783204,-0.13422331894,-0.115432054288,0.474000063457,0.0
0.951194,-0.560286482775,0.200567988016,-0.0279951493789,1.28355842426,-2.16636436769,0.000766990393943,-1.12977685028,0.0,0.812626322382,0.365087427517,-0.103927198379,1.21031084164,-0.134606814137,-0.117349530273,0.474000063457,0.0
0.961411,-0.559902987578,0.199800997622,-0.026461168591,1.28432541466,-2.16674786289,0.000766990393943,-1.12977685028,0.0,0.813009817579,0.36470393232,-0.104694188773,1.20916035605,-0.134990309334,-0.11773302547,0.473233073063,0.0
0.970429,-0.560286482775,0.200184492819,-0.0276116541819,1.28470890985,-2.16636436769,0.000383495196971,-1.13016034547,0.0,0.813393312776,0.365087427517,-0.104310693576,1.20724288007,-0.135373804531,-0.119267006258,0.474383558654,0.0
0.981287,-0.559902987578,0.200184492819,-0.026461168591,1.28394191946,-2.16598087249,0.000383495196971,-1.12977685028,0.0,0.813393312776,0.364320437123,-0.105461179167,1.20570889928,-0.134606814137,-0.12156797744,0.474000063457,0.0
0.991151,-0.559902987578,0.200567988016,-0.027228158985,1.28394191946,-2.16636436769,0.0,-1.12939335508,0.0,0.813009817579,0.363553446729,-0.106228169561,1.20379142329,-0.134990309334,-0.122334967834,0.474383558654,0.0
1.000413,-0.559135997184,0.200951483213,-0.0276116541819,1.28470890985,-2.16674786289,0.0,-1.12977685028,0.0,0.813393312776,0.362786456335,-0.106611664758,1.20149045211,-0.134990309334,-0.124635939016,0.474383558654,0.0
1.011120,-0.559902987578,0.200567988016,-0.0260776733941,1.28509240505,-2.16636436769,0.000383495196971,-1.12977685028,0.0,0.813393312776,0.362019465941,-0.106611664758,1.20033996652,-0.134990309334,-0.126553415001,0.47361656826,0.0
1.021022,-0.559902987578,0.199800997622,-0.026844663788,1.28394191946,-2.16598087249,0.000383495196971,-1.13016034547,0.0,0.813393312776,0.362019465941,-0.10891263594,1.19918948093,-0.135373804531,-0.129237881379,0.474383558654,0.0
1.030657,-0.559902987578,0.199800997622,-0.0256941781971,1.28355842426,-2.16674786289,0.0,-1.12939335508,0.0,0.813393312776,0.361252475547,-0.110063121531,1.19612151935,-0.134990309334,-0.131922347758,0.47361656826,0.0
1.040768,-0.559902987578,0.200184492819,-0.0260776733941,1.28394191946,-2.16598087249,0.000383495196971,-1.12977685028,0.0,0.813009817579,0.36086898035,-0.110446616728,1.19305355778,-0.134990309334,-0.13422331894,0.472849577866,0.0
1.051043,-0.559902987578,0.200951483213,-0.026844663788,1.28432541466,-2.16636436769,0.000383495196971,-1.13016034547,0.0,0.813776807973,0.359718494759,-0.111597102319,1.19151957699,-0.135757299728,-0.136907785319,0.47361656826,0.0
1.061125,-0.559902987578,0.200951483213,-0.0276116541819,1.28432541466,-2.16598087249,0.000766990393943,-1.12977685028,0.0,0.813776807973,0.358951504365,-0.11274758791,1.18845161541,-0.135757299728,-0.139592251698,0.474000063457,0.0
