0.626991,-0.077849525,-0.9982379977,-1.1880681202,1.9381847255,0.6684321283,1.0319855751,-0.4977767657,0,0.0813009818,-1.0024564449,1.1807817115,1.9404856967,-0.6668981475,1.0258496519,0.4981602609,0
0.627182,-0.077849525,-0.9982379977,-1.1880681202,1.9381847255,0.6684321283,1.0319855751,-0.4977767657,0,0.0813009818,-1.0024564449,1.1807817115,1.9404856967,-0.6668981475,1.0258496519,0.4981602609,0
0.637363,-0.0782330202,-0.9982379977,-1.187684625,1.9374177351,0.6684321283,1.0319855751,-0.4977767657,0,0.0805339914,-1.0020729497,1.1807817115,1.9408691919,-0.6665146523,1.0258496519,0.4977767657,0
0.647559,-0.0782330202,-0.9982379977,-1.1884516154,1.9378012303,0.6684321283,1.0319855751,-0.4977767657,0,0.079767001,-1.0020729497,1.1811652067,1.9408691919,-0.6672816427,1.0250826615,0.4973932705,0
0.657389,-0.077849525,-0.9982379977,-1.1880681202,1.9374177351,0.6684321283,1.0331360606,-0.4985437561,0,0.0801504962,-1.0020729497,1.1815487019,1.9412526871,-0.6668981475,1.0254661567,0.4981602609,0
0.667393,-0.0774660298,-0.9974710073,-1.1880681202,1.9385682207,0.6684321283,1.0319855751,-0.4981602609,0,0.0801504962,-1.0028399401,1.1815487019,1.9401022015,-0.6668981475,1.0254661567,0.4973932705,0
0.677362,-0.0786165154,-0.9986214929,-1.187684625,1.9381847255,0.6684321283,1.0319855751,-0.4977767657,0,0.0809174866,-1.0028399401,1.1811652067,1.9412526871,-0.6668981475,1.0254661567,0.4977767657,0
0.687372,-0.0782330202,-0.9982379977,-1.1880681202,1.9381847255,0.6680486331,1.0319855751,-0.4981602609,0,0.0805339914,-1.0024564449,1.1811652067,1.9408691919,-0.6665146523,1.0254661567,0.4977767657,0
0.697348,-0.077849525,-0.9986214929,-1.1880681202,1.9378012303,0.6680486331,1.0323690703,-0.4977767657,0,0.0809174866,-1.0024564449,1.1811652067,1.9404856967,-0.6661311571,1.0258496519,0.4977767657,0
0.707356,-0.0786165154,-0.9982379977,-1.1880681202,1.9374177351,0.6680486331,1.0316020799,-0.4981602609,0,0.0813009818,-1.0016894545,1.1815487019,1.9408691919,-0.6657476619,1.0254661567,0.4977767657,0
0.717796,-0.0782330202,-0.9970875121,-1.187684625,1.9385682207,0.6680486331,1.0319855751,-0.4985437561,0,0.0809174866,-1.0024564449,1.1811652067,1.9408691919,-0.6661311571,1.0258496519,0.4981602609,0
0.727376,-0.077849525,-0.9986214929,-1.187684625,1.9370342399,0.6688156235,1.0319855751,-0.4977767657,0,0.0809174866,-1.0020729497,1.1803982163,1.9404856967,-0.6661311571,1.0250826615,0.4973932705,0
0.737362,-0.0786165154,-0.9982379977,-1.1880681202,1.9378012303,0.6676651379,1.0316020799,-0.4981602609,0,0.0809174866,-1.0020729497,1.1811652067,1.9408691919,-0.6657476619,1.0254661567,0.4973932705,0
0.747364,-0.077849525,-0.9982379977,-1.1880681202,1.9381847255,0.6684321283,1.0323690703,-0.4981602609,0,0.0813009818,-1.0024564449,1.1807817115,1.9401022015,-0.6657476619,1.0258496519,0.4973932705,0
0.757592,-0.0782330202,-0.9986214929,-1.1880681202,1.9385682207,0.6680486331,1.0319855751,-0.4981602609,0,0.0809174866,-1.0024564449,1.1803982163,1.9412526871,-0.6653641667,1.0258496519,0.4977767657,0
0.767542,-0.077849525,-0.9990049881,-1.1880681202,1.9374177351,0.6680486331,1.0323690703,-0.4977767657,0,0.0801504962,-1.0024564449,1.1803982163,1.9408691919,-0.6642136812,1.0258496519,0.4981602609,0
0.777372,-0.0774660298,-0.9978545025,-1.1880681202,1.9381847255,0.6680486331,1.0319855751,-0.4977767657,0,0.0809174866,-1.0024564449,1.1807817115,1.9404856967,-0.6645971764,1.0258496519,0.4973932705,0
0.787374,-0.0782330202,-0.9986214929,-1.1880681202,1.9381847255,0.6680486331,1.0319855751,-0.4981602609,0,0.0809174866,-1.0024564449,1.1811652067,1.9404856967,-0.6645971764,1.0258496519,0.4977767657,0
0.7973,-0.0782330202,-0.9978545025,-1.1884516154,1.9385682207,0.6676651379,1.0327525654,-0.4977767657,0,0.0805339914,-1.0028399401,1.1811652067,1.9404856967,-0.6645971764,1.0250826615,0.4977767657,0
0.807371,-0.077849525,-0.9982379977,-1.1884516154,1.9381847255,0.6680486331,1.0323690703,-0.4977767657,0,0.0809174866,-1.0020729497,1.1800147211,1.9401022015,-0.6630631956,1.0254661567,0.4977767657,0
0.817341,-0.0774660298,-0.9982379977,-1.1888351106,1.9385682207,0.6680486331,1.0316020799,-0.4985437561,0,0.0805339914,-1.0020729497,1.1815487019,1.9397187063,-0.6634466908,1.0254661567,0.4970097753,0
0.827368,-0.0782330202,-0.9986214929,-1.1884516154,1.9385682207,0.6680486331,1.0316020799,-0.4977767657,0,0.0805339914,-1.0028399401,1.1811652067,1.9404856967,-0.6626797004,1.0254661567,0.4977767657,0
0.837314,-0.077849525,-0.9982379977,-1.1884516154,1.9370342399,0.6676651379,1.0316020799,-0.4981602609,0,0.0813009818,-1.0024564449,1.1811652067,1.9404856967,-0.6634466908,1.0254661567,0.4977767657,0
0.847342,-0.0774660298,-0.9978545025,-1.1880681202,1.9378012303,0.6676651379,1.0319855751,-0.4973932705,0,0.0809174866,-1.0020729497,1.1815487019,1.9404856967,-0.6622962052,1.0258496519,0.4981602609,0
0.857564,-0.0782330202,-0.9982379977,-1.1880681202,1.9381847255,0.6680486331,1.0323690703,-0.4985437561,0,0.0809174866,-1.0024564449,1.1807817115,1.9397187063,-0.6622962052,1.0250826615,0.4973932705,0
0.867395,-0.077849525,-0.9978545025,-1.1884516154,1.9385682207,0.6688156235,1.0319855751,-0.4985437561,0,0.0809174866,-1.0024564449,1.1807817115,1.9393352111,-0.66191271,1.0262331471,0.4985437561,0
0.877349,-0.077849525,-0.9986214929,-1.1880681202,1.9381847255,0.6680486331,1.0323690703,-0.4981602609,0,0.0809174866,-1.0020729497,1.1811652067,1.9397187063,-0.6615292148,1.0254661567,0.4981602609,0
0.887366,-0.0786165154,-0.9986214929,-1.1884516154,1.9381847255,0.6676651379,1.0319855751,-0.4985437561,0,0.0813009818,-1.0020729497,1.1811652067,1.9393352111,-0.6607622244,1.0266166423,0.4977767657,0
0.897367,-0.077849525,-0.9978545025,-1.1888351106,1.9370342399,0.6684321283,1.0323690703,-0.4981602609,0,0.0809174866,-1.0020729497,1.1819321971,1.9393352111,-0.6596117388,1.0258496519,0.4985437561,0
0.90736,-0.0782330202,-0.9982379977,-1.1880681202,1.9401022015,0.6676651379,1.0327525654,-0.4981602609,0,0.081684477,-1.0032234353,1.1815487019,1.9393352111,-0.6596117388,1.0258496519,0.4981602609,0
0.917281,-0.0782330202,-0.9982379977,-1.1873011298,1.9378012303,0.6676651379,1.0323690703,-0.4985437561,0,0.0809174866,-1.0024564449,1.1811652067,1.9397187063,-0.6588447484,1.0258496519,0.4985437561,0
0.927394,-0.0782330202,-0.9978545025,-1.187684625,1.9389517159,0.6676651379,1.0323690703,-0.4981602609,0,0.0813009818,-1.0020729497,1.1807817115,1.9389517159,-0.6584612532,1.0250826615,0.4985437561,0
0.937369,-0.0782330202,-0.9986214929,-1.1880681202,1.9389517159,0.6680486331,1.0323690703,-0.4977767657,0,0.081684477,-1.0024564449,1.1811652067,1.9389517159,-0.658077758,1.0258496519,0.4981602609,0
0.947372,-0.0782330202,-0.9982379977,-1.1884516154,1.9389517159,0.6680486331,1.0323690703,-0.4985437561,0,0.0813009818,-1.0020729497,1.1811652067,1.9389517159,-0.658077758,1.0258496519,0.4981602609,0
0.95737,-0.0782330202,-0.9982379977,-1.1884516154,1.9389517159,0.6684321283,1.0319855751,-0.4985437561,0,0.0809174866,-1.0020729497,1.1811652067,1.9389517159,-0.6588447484,1.0258496519,0.4989272513,0
0.967301,-0.0782330202,-0.9982379977,-1.187684625,1.9378012303,0.6676651379,1.0319855751,-0.4985437561,0,0.0813009818,-1.0020729497,1.1811652067,1.9385682207,-0.6603787292,1.0250826615,0.4985437561,0
0.977382,-0.0774660298,-0.9982379977,-1.1892186058,1.9385682207,0.6684321283,1.0323690703,-0.4981602609,0,0.0809174866,-1.0020729497,1.1819321971,1.9378012303,-0.6603787292,1.0246991663,0.4985437561,0
0.987284,-0.0774660298,-0.9982379977,-1.1880681202,1.9389517159,0.6676651379,1.0316020799,-0.4981602609,0,0.0820679722,-1.0028399401,1.1815487019,1.9381847255,-0.6603787292,1.0246991663,0.4981602609,0
0.997269,-0.0782330202,-0.9982379977,-1.187684625,1.9378012303,0.6684321283,1.0316020799,-0.4981602609,0,0.0813009818,-1.0024564449,1.1803982163,1.9378012303,-0.6611457196,1.0246991663,0.4981602609,0
1.007263,-0.0782330202,-0.9986214929,-1.1888351106,1.9370342399,0.6676651379,1.0316020799,-0.4981602609,0,0.0813009818,-1.0024564449,1.1811652067,1.9381847255,-0.6607622244,1.0250826615,0.4981602609,0
1.017261,-0.0786165154,-0.9982379977,-1.1880681202,1.9381847255,0.6684321283,1.0323690703,-0.4977767657,0,0.081684477,-1.0028399401,1.1807817115,1.9374177351,-0.6611457196,1.0246991663,0.4989272513,0
1.027255,-0.0786165154,-0.9986214929,-1.1880681202,1.9385682207,0.6672816427,1.0323690703,-0.4977767657,0,0.081684477,-1.0028399401,1.1811652067,1.9378012303,-0.659995234,1.0254661567,0.4985437561,0
1.037249,-0.0774660298,-0.9986214929,-1.1880681202,1.9378012303,0.6684321283,1.0323690703,-0.4981602609,0,0.0820679722,-1.0028399401,1.1819321971,1.9370342399,-0.6607622244,1.0254661567,0.4985437561,0
1.047545,-0.0782330202,-0.9978545025,-1.1880681202,1.9385682207,0.6688156235,1.0319855751,-0.4981602609,0,0.0820679722,-1.0028399401,1.1815487019,1.9362672495,-0.6603787292,1.0250826615,0.4973932705,0
1.057375,-0.077849525,-0.9982379977,-1.1884516154,1.9374177351,0.6672816427,1.0323690703,-0.4981602609,0,0.081684477,-1.0032234353,1.1819321971,1.9358837543,-0.6603787292,1.0254661567,0.4981602609,0
1.067307,-0.077849525,-0.9982379977,-1.1884516154,1.9381847255,0.6680486331,1.0316020799,-0.4981602609,0,0.0828349625,-1.0028399401,1.1823156923,1.9362672495,-0.6596117388,1.0250826615,0.4985437561,0
1.077312,-0.0766990394,-0.9982379977,-1.1880681202,1.9385682207,0.6684321283,1.0316020799,-0.4977767657,0,0.0824514673,-1.0036069305,1.1815487019,1.9355002591,-0.6607622244,1.0246991663,0.4989272513,0
1.087388,-0.0782330202,-0.9978545025,-1.1884516154,1.9385682207,0.6680486331,1.0316020799,-0.4973932705,0,0.0820679722,-1.0024564449,1.1815487019,1.9358837543,-0.6603787292,1.0258496519,0.4989272513,0
